450
0	1
0	2
0	3
0	4
0	5
0	6
0	7
0	8
0	9
0	10
1	2
1	11
1	12
1	13
1	14
1	15
1	16
1	17
1	18
1	19
3	20
3	21
3	22
3	23
3	24
3	25
3	26
3	27
3	28
3	29
8	30
8	31
8	32
8	33
8	34
8	35
8	36
8	37
8	38
8	39
10	41
10	136
10	137
10	138
10	139
10	140
10	141
10	142
10	143
10	144
12	40
12	41
12	42
12	43
12	44
12	45
12	46
12	47
12	48
12	49
14	199
17	79
17	80
17	81
17	82
17	83
17	84
17	85
17	86
17	87
17	88
19	69
19	70
19	71
19	72
19	73
19	74
19	75
19	76
19	77
19	78
20	50
20	51
20	52
20	53
20	54
20	55
20	56
20	57
20	58
20	59
21	22
21	60
21	61
21	62
21	63
21	64
21	65
21	66
21	67
21	68
23	108
23	109
23	110
23	111
23	112
23	113
23	114
23	115
23	116
25	98
25	99
25	100
25	101
25	102
25	103
25	104
25	105
25	106
25	107
26	78
26	89
26	90
26	91
26	92
26	93
26	94
26	95
26	96
26	97
30	185
30	186
38	117
38	118
38	119
38	120
38	121
38	122
38	123
38	124
38	125
38	126
39	155
39	156
39	157
39	158
39	159
39	160
39	161
39	162
39	163
39	164
46	92
46	127
46	128
46	129
46	130
46	131
46	132
46	133
46	134
46	135
54	145
54	146
54	147
54	148
54	149
54	150
54	151
54	152
54	153
54	154
58	165
58	166
58	167
58	168
58	169
58	170
58	171
58	172
58	173
58	174
60	184
61	175
62	13
62	176
62	177
62	178
62	179
62	180
62	181
62	182
62	183
65	178
65	197
65	198
65	199
65	200
65	201
65	202
65	203
65	204
65	205
73	187
73	188
73	189
73	190
73	191
73	192
73	193
73	194
73	195
73	196
75	3
75	6
75	57
75	216
75	217
75	218
75	219
75	220
75	221
75	222
76	206
76	207
76	208
76	209
76	210
76	211
76	212
76	213
76	214
76	215
77	80
77	84
77	85
77	86
77	88
77	294
77	309
77	310
77	311
77	312
80	232
80	233
80	234
80	235
80	236
80	237
80	238
80	239
80	240
81	193
81	196
83	63
83	223
83	224
83	225
83	226
83	227
83	228
83	229
83	230
83	231
84	408
87	208
87	241
87	242
87	243
87	244
87	245
87	246
87	247
87	248
88	84
88	85
88	86
88	292
88	293
88	294
88	295
88	296
88	297
88	298
89	148
89	266
89	267
89	268
89	269
89	270
89	271
89	272
89	273
89	274
90	89
90	92
90	223
90	259
90	260
90	261
90	262
90	263
90	264
90	265
91	249
91	250
91	251
91	252
91	253
91	254
91	255
91	256
91	257
91	258
92	164
92	275
92	276
92	277
92	278
92	279
92	280
92	281
92	282
92	283
93	107
93	284
93	285
93	286
93	287
93	288
93	289
93	290
93	291
94	299
94	300
94	301
94	302
94	303
94	304
94	305
94	306
94	307
94	308
96	333
96	334
96	335
96	336
96	337
96	338
96	339
96	340
96	341
96	342
97	27
97	142
99	4
99	103
99	105
99	320
99	321
99	322
99	323
99	324
99	325
99	326
99	327
99	328
99	329
99	330
99	331
99	332
101	139
101	313
101	314
101	315
101	316
101	317
101	318
101	319
106	166
106	171
106	343
106	344
106	345
106	346
106	347
106	348
106	349
108	350
109	385
109	386
109	387
109	388
109	389
109	390
109	391
109	392
109	393
109	394
111	102
112	329
112	351
112	352
112	353
112	354
112	355
112	356
112	357
112	358
112	359
113	86
113	360
113	361
113	362
113	363
113	364
113	365
113	366
113	367
115	395
115	396
115	397
115	398
115	399
115	400
115	401
115	402
115	403
115	404
118	368
118	369
118	370
118	371
118	372
118	373
118	374
118	375
118	376
118	377
119	102
119	103
119	322
119	378
119	379
119	380
119	381
119	382
119	383
119	384
120	97
120	408
120	438
120	439
120	440
120	441
120	442
120	443
120	444
120	445
122	149
122	415
122	416
122	417
122	418
123	405
123	406
123	407
123	408
123	409
123	410
123	411
123	412
123	413
123	414
124	419
124	420
124	421
124	422
124	423
124	424
124	425
124	426
124	427
124	428
126	244
128	18
128	429
128	430
128	431
128	432
128	433
128	434
128	435
128	436
128	437
130	446
130	447
130	448
130	449
131	140
131	328
132	3
132	52
132	219
132	222
137	289
144	260
144	377
147	402
148	40
148	121
153	197
154	167
157	155
158	346
166	205
168	155
168	157
170	78
175	92
175	190
175	421
176	180
177	4
180	304
181	359
187	167
187	407
194	9
194	290
194	351
195	278
195	399
198	165
198	178
201	359
206	328
213	172
213	348
213	410
218	69
220	108
223	355
227	58
227	106
227	343
227	344
227	345
227	347
229	161
229	362
234	92
235	4
236	256
237	296
248	76
248	419
252	301
254	305
256	291
260	162
260	329
262	103
262	323
262	326
262	330
263	114
265	386
268	215
270	263
273	289
275	149
275	431
277	413
280	264
282	50
285	106
285	345
285	407
286	203
287	296
287	324
287	332
289	370
289	386
292	317
295	73
295	291
304	261
304	348
304	381
304	407
305	437
308	365
308	367
316	390
327	324
328	164
328	272
328	323
328	342
335	397
343	44
344	88
344	399
354	407
356	145
356	367
358	54
358	224
358	413
360	411
369	80
375	129
375	346
381	395
385	161
386	311
390	289
391	146
407	363
410	102
411	4
411	129
412	388
421	361
423	221
428	137
428	251
433	4
439	117
445	293
446	295
447	148
447	174
447	346
448	263
